Time,Name,IP,Status,Latency_ms
2025-11-10 11:50:25,Air_Shakti_501_2.4GHz,192.168.1.5,DOWN,
2025-11-10 11:50:27,Air_Shakti_501_5GHz,192.168.1.6,DOWN,
2025-11-10 11:50:29,Lawful_Connect_2.4GHz,192.168.1.7,DOWN,
2025-11-10 11:50:31,Lawfull_Conect_5GHz,192.168.1.8,DOWN,
2025-11-10 11:50:33,Airtel_Zerotouch,192.168.1.9,DOWN,
2025-11-10 11:50:35,Airtel_Zerotouch_5G,192.168.1.10,DOWN,
2025-11-10 11:50:45,Shakti_2.4GHz,192.168.1.1,DOWN,
2025-11-10 11:50:47,SHAKTI_5GHz,192.168.1.2,DOWN,
2025-11-10 11:50:49,Air_Shakti_564_5GHz,192.168.1.3,DOWN,
2025-11-10 11:50:51,Air_Shakti_564_2.4GHz,192.168.1.4,DOWN,
2025-11-10 11:50:53,Air_Shakti_501_2.4GHz,192.168.1.5,DOWN,
2025-11-10 11:50:55,Air_Shakti_501_5GHz,192.168.1.6,DOWN,
2025-11-10 11:50:57,Lawful_Connect_2.4GHz,192.168.1.7,DOWN,
2025-11-10 11:50:59,Lawfull_Conect_5GHz,192.168.1.8,DOWN,
2025-11-10 11:51:01,Airtel_Zerotouch,192.168.1.9,DOWN,
2025-11-10 11:51:03,Airtel_Zerotouch_5G,192.168.1.10,DOWN,
2025-11-10 11:51:13,Shakti_2.4GHz,192.168.1.1,DOWN,
2025-11-10 11:51:15,SHAKTI_5GHz,192.168.1.2,DOWN,
2025-11-10 11:51:17,Air_Shakti_564_5GHz,192.168.1.3,DOWN,
2025-11-10 11:51:19,Air_Shakti_564_2.4GHz,192.168.1.4,DOWN,
2025-11-10 11:51:21,Air_Shakti_501_2.4GHz,192.168.1.5,DOWN,
2025-11-10 11:51:23,Air_Shakti_501_5GHz,192.168.1.6,DOWN,
2025-11-10 11:51:25,Lawful_Connect_2.4GHz,192.168.1.7,DOWN,
2025-11-10 11:51:27,Lawfull_Conect_5GHz,192.168.1.8,DOWN,
2025-11-10 11:51:29,Airtel_Zerotouch,192.168.1.9,DOWN,
2025-11-10 11:51:31,Airtel_Zerotouch_5G,192.168.1.10,DOWN,
2025-11-10 11:51:41,Shakti_2.4GHz,192.168.1.1,DOWN,
2025-11-10 11:51:43,SHAKTI_5GHz,192.168.1.2,DOWN,
2025-11-10 11:51:45,Air_Shakti_564_5GHz,192.168.1.3,DOWN,
2025-11-10 11:51:47,Air_Shakti_564_2.4GHz,192.168.1.4,DOWN,
2025-11-10 11:51:49,Air_Shakti_501_2.4GHz,192.168.1.5,DOWN,
2025-11-10 11:51:51,Air_Shakti_501_5GHz,192.168.1.6,DOWN,
2025-11-10 11:51:53,Lawful_Connect_2.4GHz,192.168.1.7,DOWN,
2025-11-10 11:51:55,Lawfull_Conect_5GHz,192.168.1.8,DOWN,
2025-11-10 11:51:57,Airtel_Zerotouch,192.168.1.9,DOWN,
2025-11-10 11:51:59,Airtel_Zerotouch_5G,192.168.1.10,DOWN,
2025-11-10 11:52:09,Shakti_2.4GHz,192.168.1.1,DOWN,
2025-11-10 11:52:11,SHAKTI_5GHz,192.168.1.2,DOWN,
2025-11-10 11:52:13,Air_Shakti_564_5GHz,192.168.1.3,DOWN,
2025-11-10 11:52:15,Air_Shakti_564_2.4GHz,192.168.1.4,DOWN,
2025-11-10 11:52:17,Air_Shakti_501_2.4GHz,192.168.1.5,DOWN,
2025-11-10 11:52:19,Air_Shakti_501_5GHz,192.168.1.6,DOWN,
2025-11-10 11:52:21,Lawful_Connect_2.4GHz,192.168.1.7,DOWN,
2025-11-10 11:52:23,Lawfull_Conect_5GHz,192.168.1.8,DOWN,
2025-11-10 11:52:25,Airtel_Zerotouch,192.168.1.9,DOWN,
2025-11-10 11:52:27,Airtel_Zerotouch_5G,192.168.1.10,DOWN,
2025-11-10 11:52:37,Shakti_2.4GHz,192.168.1.1,DOWN,
2025-11-10 11:52:39,SHAKTI_5GHz,192.168.1.2,DOWN,
2025-11-10 11:52:41,Air_Shakti_564_5GHz,192.168.1.3,DOWN,
2025-11-10 11:52:43,Air_Shakti_564_2.4GHz,192.168.1.4,DOWN,
2025-11-10 11:52:45,Air_Shakti_501_2.4GHz,192.168.1.5,DOWN,
2025-11-10 11:52:47,Air_Shakti_501_5GHz,192.168.1.6,DOWN,
2025-11-10 11:52:49,Lawful_Connect_2.4GHz,192.168.1.7,DOWN,
2025-11-10 11:52:51,Lawfull_Conect_5GHz,192.168.1.8,DOWN,
2025-11-10 11:52:53,Airtel_Zerotouch,192.168.1.9,DOWN,
2025-11-10 11:52:55,Airtel_Zerotouch_5G,192.168.1.10,DOWN,
